drug_id,function_description,components,label
TCMF11873,中风瘫痹，肢体拘挛，言语不利，口眼歪斜。,黄精，制何首乌，广藿香，黄芩，葛根，茯苓，白术，乳香，大黄，秦艽，麻黄，细辛，赤芍，茜草，附子，两头尖，草豆蔻，木瓜,红花
TCMF11100,口腔溃疡，牙龈肿痛，咽喉炎。,丁香，雄黄，薄荷，冰片，甘草,玄参
TCMF11706,乳痈，乳癖，乳腺炎，乳房胀痛,蒲公英，金银花，乳香，天花粉，连翘，赤芍，川芎，当归，青皮,没药
TCMFx2145,"惊悸, 不寐",半夏，陈皮，竹茹，酸枣仁，枳实，远志，五味子，熟地黄，茯苓，朱砂，甘草，大枣,人参
TCMF12004,小儿热毒，疮疖脓肿，口舌生疮，咽喉肿痛。,黄芩，大黄，龙胆，玄参，连翘，菊花，茯苓，天花粉，桔梗，冰片，水牛角，朱砂，青黛,黄连
TCMFx7212,用于风寒感冒，头痛发热，恶寒身痛，鼻流清涕，咳嗽咽干,荆芥穗，防风，紫苏叶，白芷，薄荷，葛根，芦根，苦地丁，桔梗，苦杏仁,柴胡
TCMF8462,小儿营养不良，免疫力低下,黄芪,黄精
TCMFx4422,腹胀,苍术，厚朴，陈皮,甘草
TCMF9277,肺热咳嗽，痰多粘稠，气短胸闷，呼吸困难。,甘草，降香，苦参，红花，木香，全蝎，草乌叶，肉豆蔻，沉香，北沙参，诃子，檀香，牛黄，麝香,石膏
TCMFx152,咽喉急症,猪牙皂，鹅不食草,细辛
TCMF9241,肾精不足，气血两虚所致的神疲乏力，头晕目眩，失眠健忘，腰膝酸软。,鹿茸，熟地黄，当归，白芍，茯苓，甘草，川芎，柏子仁，酸枣仁，五味子，肉苁蓉,人参
TCMF7738,气血两虚，月经不调，痛经，闭经，产后恶露不尽。,当归，川芎，白芍，黄芪，党参，白术，茯苓，甘草，阿胶，艾叶，益母草,熟地黄
TCMF8360,消化不良，积滞腹痛，虫积腹痛。,雷丸，槟榔，茯苓，三棱，莪术，鹤虱，鸡内金，海螵蛸,红花
TCMF7683,缺乳,黄芪，当归，熟地黄，漏芦，王不留行，穿山甲，通草，天花粉，川芎，白芍，路路通,鹿角霜
TCMF8486,气阴两虚，肺肾不足，症见神疲乏力，心悸气短，失眠多梦，腰膝酸软，咳喘痰多。,人参，党参，麦冬，五味子，丹参，当归，冬虫夏草，鹿茸，枸杞子,黄芪
TCMFx642,"眩晕, 白发症",何首乌，枸杞子，山楂，决明子,黄精
TCMF8619,跌打损伤，瘀血肿痛，筋骨疼痛。,泽兰，降香，三棱，莪术，郁金，红花，木香，大黄，续断，川芎，天南星，三七，朱砂根，土鳖虫，蜂蜜,蒲黄
TCMFx767,胁痛,大黄，虎杖，青皮，白茅根，陈皮，山楂,郁金
TCMF12489,神疲乏力，少气懒言，畏寒肢冷，纳差便酒，腰膝酸软,附子，补骨脂，枸杞子，黄芪，鸡血藤，茜草，当归，芦根，麦冬，甘草,淫羊藿
TCMF11001,风寒湿痹，筋骨疼痛，四肢麻木，腰膝酸软。,薄荷，淡竹叶，炮姜，红花，制草乌，制川乌，当归，陈皮，人参,鹿茸
TCMFx3339,"流痰, 肺痨, 麻风",黄芪，骨碎补，乳香，没药,三七
TCMF7702,月经不调，崩漏，气虚血弱。,黄芪，党参，白术，熟地黄，白芍，川芎，阿胶，艾叶，炙甘草,当归
TCMF10001,脾胃虚寒，脘腹冷痛，呕吐泄泻，手足不温。,补骨脂，附子，黄芪，党参，白术，陈皮，肉苁蓉，肉桂，山楂，乌梅，山药,砂仁
TCMF8061,湿热下注，尿路感染，小便不利，淋漓涩痛，尿血，尿频，尿急，尿痛。,车前子，夏枯草，决明子，茯苓，瞿麦，石斛，黄连，牡丹皮，女贞子，墨旱莲，山茱萸，山药，熟地黄，菟丝子，泽泻，菊花，木通,槟榔
TCMF11402,肝肾不足，腰膝酸软，头晕耳鸣，须发早白。,何首乌，金樱子，当归，狗脊，菟丝子,川芎
TCMF9167,便秘，肠燥津亏，脾胃虚弱。,黄精，麦冬，白术，肉苁蓉，郁李仁，火麻仁，当归，桑椹，太子参，玄参，枳壳，黑芝麻，蜂蜜,黄芪
TCMF7619,疮疡肿毒，丹毒，蜂窝组织炎，急性淋巴结炎等。,金银花，连翘，蒲公英，紫花地丁，天花粉，当归，甘草,赤芍
TCMFx614,乳腺增生病,夏枯草，僵蚕，玫瑰花，当归，牡蛎，川芎，鳖甲，赤芍，莪术，延胡索,柴胡
TCMFx4080,"眩晕, 麻疹, 水痘, 牙痛",牛黄，水牛角，羚羊角，朱砂，冰片，麝香，雄黄，麦冬，甘草，黄芩，白芍，陈皮，枳壳，防风，清半夏，黄柏，黄连，茯苓，栀子，苦杏仁，瓜蒌，当归，木通,桔梗
TCMF10571,湿热黄疸，脾胃虚弱，消化不良，湿热泄泻。,土茯苓，黄芩，茵陈，大黄，党参，白术，草豆蔻，木香，赤芍，牡丹皮，五味子，女贞子，连翘，金银花，川芎，当归，板蓝根,山楂
TCMF7465,早衰症,人参，鹿茸，珍珠，枸杞子，淫羊藿，当归，丹参，五味子，麦冬，茯苓，白术，甘草,黄芪
TCMF7413,小儿脾胃虚弱，消化不良，食欲不振，腹胀便溏。,陈皮，青皮，诃子，甘草,丁香
TCMFx2960,"痹病, 跌打损伤",黄芪，桑枝，何首乌，熟地黄，茯苓，独活，当归，防己，白芍，党参，牡丹皮，威灵仙，木瓜，地龙，红花，赤芍，杜仲，甘草，香附，川芎,桃仁
TCMF7655,肝气郁结，血瘀证，胁肋胀痛，月经不调，痛经。,柴胡，当归，白芍，川芎，香附，丹参，红花，桃仁，甘草,郁金
TCMF9875,心悸失眠，健忘多梦，心烦口渴，大便干燥。,麦冬，天冬，酸枣仁，当归，丹参，党参，茯苓，玄参，远志，石菖蒲，朱砂，五味子，桔梗，甘草,柏子仁
TCMFx5247,虚劳,白术，茯苓，甘草，当归，熟地黄，白芍，黄芪，陈皮，远志，肉桂，五味子，大枣，生姜,人参
TCMF10066,高脂血症，动脉硬化，脂肪肝。,丹参，浮萍，水飞蓟，何首乌，赤芍，五味子，金樱子，蛇床子，石菖蒲，蒲黄，淫羊藿，菟丝子，泽泻,枸杞子
TCMF10978,肝肾不足，气血两虚，头晕目眩，腰膝酸软，月经不调，崩漏带下。,人参，当归，熟地黄，白术，炙甘草，砂仁，川芎，延胡索，鹿茸，桑寄生，续断,黄芪
TCMF11849,中风后遗症，脑动脉硬化，脑血栓形成，脑栓塞，短暂性脑缺血发作。,灯盏细辛，丹参，红花，川芎，当归，桃仁，鸡血藤，牛膝，桑寄生，地龙，全蝎,赤芍
TCMF10523,外感风热，发热头痛，咽喉肿痛，咳嗽痰黄。,黄芩，石膏，柴胡，薄荷，知母，连翘，板蓝根，大青叶，牛黄,芦根
TCMF10213,小儿风热感冒，发热，咳嗽，鼻塞，流涕，咽喉肿痛，头痛。,薄荷，荆芥穗，黄芩，连翘，金银花，栀子，石膏，芦根，淡竹叶，桔梗，牛蒡子，赤芍，柴胡，枳壳，僵蚕，甘草,防风
TCMF10183,外感发热，头痛身痛，口渴咽痛，便秘尿赤。,知母，黄芩，荆芥穗，青蒿，牡丹皮，厚朴，柴胡，槟榔,大黄
TCMF8076,急慢性咽炎，咽喉肿痛，声音嘶哑。,薄荷，射干，青果，乌梅，冰片,甘草
TCMF10753,咳嗽痰多，胸闷气喘，痰黄粘稠。,百部，川贝母，麦冬，天冬，紫苏叶，瓜蒌子，桔梗，款冬花，木香，大黄,知母
TCMF9546,消化不良，食欲不振，脘腹胀满。,山楂，薄荷，蜂蜜,茯苓
TCMF7711,"紫斑, 髓劳",黄芪，人参，当归，白芍，川芎，阿胶，鹿角胶，龟甲胶，枸杞子，鸡血藤，白术，茯苓，甘草,熟地黄
TCMF10841,胸痹心痛，心悸气短，冠心病，心绞痛,丹参，降香，决明子，白术，附子，桂枝,黄芪
TCMF8138,瘀血阻络所致的头痛、眩晕、肢体麻木、瘫痹；中风后遗症，脑动脉硬化症见上述证候者。,川芎，当归，红花，桃仁，丹参，鸡血藤，地龙，黄芪，桂枝,赤芍
TCMF10186,瘀血阻络所致的胸痹心痛，中风偏瘫，肢体麻木，口眼歪斜。,丹参，桃仁，川芎，当归，三七，地龙,黄芪
TCMF7824,月经不调，痛经，闭经，崩漏，带下病。,当归，熟地黄，白芍，川芎，香附，延胡索，白术，甘草,赤芍
TCMF11193,黄疸，湿热黄疸，肝胆湿热,茵陈，车前草，丹参，龙胆,大青叶
TCMF8466,咳嗽痰多，气喘，胸闷，痰饮积聚。,百合，川贝母，麦冬，天冬，紫苏叶，紫苏子，瓜蒌子，枇杷叶，桑白皮，桔梗，茯苓，白术，五味子，法半夏，红参，陈皮，青皮，枳壳,苦杏仁
TCMF8034,肾阳不足，腰膝酸软，畏寒肢冷，神疲乏力。,淫羊藿，杜仲，山茱萸，山药，熟地黄，枸杞子，肉桂,甘草
TCMF12520,颈部肿块，质软或稍硬，可随吞咽上下移动，心烦易怒，口苦咽干，舌质红，苔薄黄，脉弦滑,昆布，蛤壳，浙贝母，桔梗，夏枯草，陈皮，槟榔,海藻
TCMF8579,咽喉肿痛，声音嘶哑，口干舌燥。,马勃，桔梗，菊花，牡丹皮，乌梅，金银花，木蝴蝶，冰片,玄参
TCMF4232,"月经失调, 痛经",香附，党参，白术，茯苓，当归，白芍，熟地黄，川芎，茺蔚子,甘草
TCMF11266,妇人血气不和，心腹疼痛，经水不调，赤白带下，症瘕积聚。,杜仲，没药，苍术，川乌，水蛭，牡蛎,乳香
TCMF8624,风湿性关节炎，类风湿性关节炎，痛风，跌打损伤，瘀血肿痛。,北豆根，地龙，防己，白芷，细辛，川芎，当归，赤芍，丹参，红花，桃仁，牛膝，枳壳，木香，香附，乌药，延胡索，乳香，没药，血竭，儿茶，冰片，朱砂，珍珠，羚羊角，人工牛黄，麝香，雄黄,青风藤
TCMF9558,跌打损伤，瘀血肿痛，骨折。,三棱，莪术，郁金，红花，木香，大黄，白芍，牡丹皮，制川乌，柴胡，当归，防风，香附，三七，蒲黄，延胡索，青皮，枳壳，乌药,续断
TCMF7243,肝郁脾虚型慢性肝炎。症见：胁痛腹胀，痞满纳呆，身倦乏力，大便溏薄，舌质淡暗，舌体肿或有齿痕，舌苔薄白或白腻，脉沉弦或沉缓等。,柴胡，白芍，丹参，黄芪，党参，黄连,枳壳
TCMF11006,感冒发热，头痛鼻塞，咳嗽痰多，胸闷呕恶。,紫苏叶，葛根，桔梗，麦冬，茯苓，党参，前胡，桑白皮，姜半夏，陈皮，甘草,枳壳
TCMFx4732,"眩晕, 月经过多",党参，茯苓，当归，甘草，川芎，肉桂，白芍，熟地黄，黄芪,白术
TCMF12068,小儿惊风，痰热内闭，高热惊厥，烦躁不安，神昏抽搐，喉间痰鸣。,黄芩，巴豆霜，天竺黄，胆南星，清半夏，天麻，钩藤，沉香，人工牛黄，水牛角，全蝎，羚羊角，蝉蜕，僵蚕，蟾酥，麝香，朱砂,雄黄
TCMF1142,远年近日诸般咳嗽,牵牛子，太子参，蜂蜜,槟榔
TCMF8902,肝胆湿热，口苦咽干，头晕目眩，湿热黄疸。,草豆蔻,龙胆
TCMF9430,乳腺增生，乳癖，乳房胀痛，乳腺炎等。,浙贝母，夏枯草，郁金，赤芍，香附，当归，橘核，甘草,柴胡
TCMF8405,跌打损伤，筋骨疼痛，瘀血肿痛。,乳香，血竭，土鳖虫，麝香，自然铜,朱砂
TCMF11875,感冒，头痛，发热，恶寒，鼻塞，流涕，咳嗽，痰多。,广藿香，香薷，紫苏叶，防风，茯苓，佩兰，苦杏仁，半夏，陈皮，大腹皮,白芷
TCMF10824,跌打损伤，筋骨疼痛，骨折愈合,杜仲，党参，白芍，木瓜，川芎，当归，骨碎补，三七，五加皮，续断，熟地黄，菟丝子，桂枝，自然铜,炙黄芪
TCMF8107,肺虚咳嗽，痰多，气短乏力。,百部，百合，浙贝母，甘草，桔梗，三七，功劳木,白及
TCMFx1316,"筋痹, 不能屈伸",马钱子，麻黄，羌活，桂枝，甘草，千年健，牛膝，乳香，木瓜，没药，防风，杜仲,独活
TCMF10261,小儿外感风热，症见发热、咳嗽、咽痛。,广藿香，荆芥，金银花，板蓝根，大青叶，桔梗，蒲公英，秦艽，赤芍，苦杏仁，柴胡，莱菔子，石菖蒲，淡竹叶，郁金,僵蚕
TCMF7650,气虚血瘀所致的胸痹心痛，心悸气短，肢冷麻木，舌质紫暗。,黄芪，当归，丹参，赤芍，川芎，红花，桃仁，鸡血藤，炙甘草,牛膝
TCMF3094,"疳病, 夜啼",太子参，茯苓，薏苡仁，白术，白扁豆，甘草，芡实，北沙参，山楂，陈皮，山药，麦芽，石菖蒲,莲子
TCMF261,"咳嗽, 痉病",麻黄，黄芩，石膏，前胡，紫苏子，苦杏仁，竹茹,葶苈子
TCMF11116,肝肾不足，腰膝酸软，肢体麻木，筋骨疼痛。,杜仲，熟地黄，鸡血藤，当归，党参，茯苓，白芍，女贞子，金樱子，骨碎补，狗脊，五加皮，川牛膝，淫羊藿，菟丝子，桂枝,白术
TCMF9594,肾虚，腰膝酸软，头晕耳鸣，阳痿早泄，遗精盗汗。,黄芪，红参，制何首乌，熟地黄，肉苁蓉，茯苓，白术，车前子，菟丝子，五味子，覆盆子，金樱子，川芎，当归，蛇床子，山药，淫羊藿,小茴香
TCMF8687,肾虚，腰膝酸软，神疲乏力，头晕耳鸣。,黄芪，冬虫夏草，大枣，龙眼肉，鹿茸,枳壳
TCMF11392,感冒发热，咽喉肿痛，咳嗽痰多。,黄芩，金银花，菊花，牛蒡子，板蓝根，赤芍，苦杏仁，前胡，桑叶，玄参，泽泻，木蝴蝶，蝉蜕，僵蚕,胖大海
TCMF5123,痹病,红参，枸杞子，玉竹，锁阳，川牛膝，淫羊藿，丹参，红花，狗脊，白术,地枫皮
TCMF1085,咳嗽,化橘红，茯苓，半夏，白前，甘草，苦杏仁，五味子,百部
TCMF7875,咳嗽，痰多，气喘。,甘草，桔梗，麻黄，五味子，法半夏，远志，陈皮,川贝母
TCMF10669,心悸失眠，气短乏力，头晕目眩。,柏子仁，黄芪，党参，茯苓，远志，五味子，酸枣仁，朱砂,熟地黄
TCMF8445,脾胃虚寒，脘腹冷痛，呕吐泄泻。,荜茇，砂仁，肉桂,干姜
TCMF9022,血瘀证，月经不调，痛经，闭经，产后瘀血腹痛。,丹参，鸡血藤，苏木，红花，赤芍，川芎，三七，延胡索,黄芪
TCMFx1222,头痛,川芎，白芷，羌活，细辛，防风，薄荷，荆芥,甘草
TCMFx674,慢性心力衰竭,附子，桑白皮，猪苓，葶苈子，大黄,人参
TCMF7603,咳嗽痰多，支气管炎，哮喘。,半夏，远志，紫菀，款冬花，桔梗，麻黄，甘草,枇杷叶
TCMF10837,脾胃气滞，胸膈痞满，胃脘疼痛，呕吐恶心，嗳气纳呆。,沉香，木香，香附，陈皮，莪术，广藿香，砂仁，麦芽,甘草
TCMF8791,湿热下注，淋证，带下病，尿路感染，前列腺炎。,苦参，萹蓄，赤芍，女贞子，香附，乌药,猪苓
TCMF912,"风湿性关节炎, 类风湿关节炎",马钱子，金钱白花蛇，蜈蚣，全蝎，地龙，僵蚕，乌梢蛇，天麻，人参，黄芪，当归，羌活，独活，防风，麻黄，桂枝，附子，川乌，薏苡仁，苍术，白术，桃仁，红花，没药，延胡索，牡丹皮，北刘寄奴，王不留行，鸡血藤，香附，木香，枳壳，路路通，川牛膝，伸筋草，砂仁，木瓜，续断，大黄，朱砂,穿山甲
TCMF11489,气虚血瘀所致的胸闷、胸痛、心悸、气短、乏力等症状。,丹参，黄芪，赤芍，川芎，石菖蒲，远志，水蛭，全蝎,土鳖虫
TCMFx6741,"行气活血, 泄热和胃。用于胃脘痛气滞血瘀兼肝胃郁热证, 症见胃脘疼痛, 胀闷, 灼热, 嗳气, 泛酸, 烦躁易怒, 口干口苦, 以及慢性浅表性胃炎及消化性溃疡见上述证候者。",柴胡，枳壳，木香，丹参，延胡索，莪术，黄连，吴茱萸，大黄，党参，甘草,赤芍
TCMF9432,乳腺增生，乳癖，乳房胀痛。,浙贝母，夏枯草，皂角刺，乳香，昆布，海藻，三棱，莪术，郁金，柴胡，党参，白芍，川芎，当归，枳壳，牡蛎,玄参
TCMF11213,高血压，头痛，目赤肿痛，眩晕。,菊花，决明子，枸杞子，桑叶，夏枯草，薄荷,甘草
TCMF9917,胸痹心痛，胸闷气短，心悸怔忡。,丹参，山楂,降香
TCMF7350,冠状动脉硬化引起的心绞痛，胸闷气短，心气不足，瘀血作痛。,丹参，川芎，三七，桃仁，红花，赤芍，人参，黄精，麦冬，枸杞子，郁金，木香，陈皮,降香
TCMFx5356,"月经失调, 带下病",当归，香附，地骨皮，人参，白芍，牡丹皮，鳖甲，白术，川芎，茯苓，黄芪，青蒿,艾叶
TCMF8521,跌打损伤，骨折筋断，瘀血肿痛。,没药，乳香，当归，骨碎补，血竭，自然铜,土鳖虫
TCMF12231,清热解毒，凉血活血，用于治疗湿热下注所致的带下病、淋证、尿频尿急、尿道涩痛等。,黄芩，黄连，黄柏，栀子，金银花，白芍，当归,川芎
TCMF4190,"疳病, 腹泻",白术，茯苓，党参，车前子，莲子，白扁豆，鸡内金，山药，薏苡仁，石榴皮，木香,诃子
TCMFx4180,"胁痛, 胃脘痛",沉香，佛手，木香，檀香，砂仁，豆蔻，枳壳，厚朴，川楝子，陈皮，片姜黄，白芍，茯苓,延胡索
TCMFx6661,"清热解毒, 消炎退热。用于上呼吸道感染, 病毒性感冒, 流感等病毒性感染疾患, 症见头痛, 发热, 流涕, 咳嗽等。",鱼腥草，桔梗，桑叶，连翘，荆芥，薄荷，紫苏叶，苦杏仁，芦根，甘草,菊花
TCMFx4732,"眩晕, 月经过多",党参，白术，茯苓，甘草，川芎，肉桂，白芍，熟地黄，黄芪,当归
TCMF11539,肾阳不足，腰膝酸软，畏寒肢冷，神疲乏力。,附子，黄芪，党参，肉苁蓉，玉竹，牡丹皮，山楂，冰片,淫羊藿
TCMF7843,湿热下注、瘀血内阻所致的带下病，症见带下量多、色黄、质稠、臭秽，小腹疼痛，腰骶酸痛，口苦咽干；慢性盆腔炎、附件炎、子宫内膜炎见上述证候者。,土茯苓，丹参，苦参，三棱，莪术，川楝子，赤芍，当归，香附，山药，芡实，延胡索,黄柏
TCMFx5865,"急惊风, 积滞",钩藤，僵蚕，天麻，全蝎，黄连，大黄，浙贝母，天竺黄，法半夏，化橘红，滑石，牛黄，朱砂，麝香，冰片,胆南星
TCMF11463,气血两虚，心悸失眠，腰膝酸软，须发早白。,黄精，麦冬，玉竹，黄芪，党参，白术，何首乌，五味子，枸杞子，桑椹，山茱萸，丹参，柏子仁，黑豆，乌梅，山药，芡实，龙眼肉，甘草,莲子
TCMFx5728,"痞满, 便秘, 痔疮",大黄，山药，独活，车前子，菟丝子，槟榔，郁李仁，牛膝，防风，枳壳,火麻仁
TCMFx7194,心脾两虚，气短心悸，失眠多梦，头昏头晕，肢倦乏力，食欲不振，崩漏便血。,黄芪，党参，白术，甘草，茯苓，远志，龙眼肉，当归，木香，大枣，生姜,酸枣仁
TCMF8352,肝郁气滞，湿热内蕴，症见胸胁胀痛，口苦咽干，食欲不振，大便不畅。,枳实，大黄，黄芩，黄连，甘草,栀子
TCMF8122,风热感冒，发热，头痛，咳嗽，咽痛。,全蝎，连翘，大青叶,板蓝根
TCMF8380,肾虚腰痛，遗精早泄，头晕耳鸣，神疲乏力。,黄精，何首乌，熟地黄，党参，丹参，枸杞子，五味子，淫羊藿，续断，白茅根，蒲公英，蛇床子，菟丝子，水蛭，牡蛎，蜂房,车前子
TCMF8245,咳嗽，气喘，痰多，肺虚久咳。,冬虫夏草，半夏，人参，蛤蚧,桂枝
TCMFx6226,"咳嗽, 便秘",玄参，知母，麦冬，苦杏仁，竹茹，紫苏子，槟榔，桔梗，胆南星，桑白皮，川贝母，瓜蒌子，甘草，紫苏叶,天花粉
TCMF8561,先兆流产，习惯性流产，肾虚型不孕症。,杜仲，续断，菟丝子，白术，山药，熟地黄，枸杞子，巴戟天，白芍，牡蛎，阿胶,五味子
TCMF11060,气血两虚，腰膝酸软，食欲不振，神疲乏力。,炙黄芪，党参，玉竹，杜仲，茯苓，白术，当归，白芍，川芎，炙甘草,黄精
TCMF10078,肝肾不足，筋骨痿软，腰膝酸痛，肢体麻木。,续断，杜仲，牛膝，骨碎补，补骨脂，淫羊藿，枸杞子，菟丝子，熟地黄，当归，川芎，红花，木瓜，独活，秦艽，防风，甘草,白芍
TCMF9890,跌打损伤，瘀血肿痛，风湿痹痛。,没药，乳香，红花，大黄，麻黄，白芍，当归，三七，血竭，土鳖虫，自然铜,骨碎补
TCMF8384,感冒引起的咳嗽，气喘，痰多。,黄芪，桔梗，麻黄，山楂，淫羊藿，射干，地龙,鱼腥草
TCMF9658,湿热瘀阻，脾胃虚弱，食少便溏，气滞血瘀。,白扁豆，补骨脂，苦参，山豆根，防己，三棱，莪术，苦杏仁，乌梅,丹参
TCMF10796,冠心病，心绞痛，脑血栓形成，高脂血症,丹参，葛根，水蛭,益母草
TCMF9239,感冒引起的咳嗽，支气管炎。,桔梗，远志，百部，白前，紫菀，款冬花，陈皮，麻黄，荆芥，薄荷，甘草,罂粟壳
TCMF9857,眩晕，头痛，心悸，失眠，气短乏力。,天麻，丹参，三七，川芎，当归，黄芪，茯苓，白术，甘草,人参
TCMF9632,气血两虚，腰膝酸软，头晕目眩，四肢无力。,黄芪，当归，补骨脂，枸杞子，麦冬，芦根，鸡血藤，附子，茜草，淫羊藿,甘草
TCMFx5749,"月经失调, 痛经, 带下病",当归，白芍，川芎，益母草，泽兰，牛膝，续断，艾叶，生姜，大腹皮，香附，木香，陈皮，白术，茯苓，柴胡，鹿茸，人参,丹参
TCMF7271,湿热凝结引起：红白痢疾，腹痛下坠。,黄连，黄芩，黄柏，木香，厚朴，枳壳，延胡索，槟榔，当归，吴茱萸，甘草,白芍
TCMF10064,肝肾阴虚，头晕目眩，视力减退，腰膝酸软。,五味子，决明子，枸杞子，桑椹,菊花
TCMF12069,小儿惊风，痰涎壅盛，高热惊厥，神昏抽搐。,巴豆霜，大黄，当归，牛黄，全蝎，猪牙皂,朱砂
TCMFx7404,流行性感冒，发热，四肢酸软，头痛咳嗽，咽喉肿痛，温毒发颐，两腮赤肿。,金银花，牛蒡子，薄荷，荆芥，淡豆豉，桔梗，甘草,连翘
TCMFx375,"胸痹, 症见胸痛, 胸闷, 心悸, 气短, 乏力; 冠心病心绞痛见上述症候者",黄芪，葛根，丹参，槲寄生，山楂,川芎
TCMF8198,胸痹心痛，心悸气短，冠心病，心绞痛。,丹参，红花，桃仁，血竭，延胡索，黄精，当归，葛根，鸡血藤，没药，乳香，郁金，冰片,制何首乌
TCMF3576,感冒,麻黄，白术，羌活，防风，生姜，石膏，葛根，钩藤,菊花
TCMF7254,用于外感风邪引起的恶风身热，偏正头痛、鼻流清涕、牙疼喉痛,菊花，连翘，薄荷，蔓荆子，黄芩，栀子，黄连，羌活，藁本，防风，白芷，荆芥穗，桔梗，甘草,川芎
TCMFx3659,"风温, 感冒",金银花，连翘，柴胡，紫苏叶，甘草,黄芩
TCMF7897,脾胃虚弱，食欲不振，脘腹胀满，消化不良。,豆蔻，砂仁，白术，木香，丁香，冰片,苍术
TCMF7985,肝肾不足，心脾两虚所致的头晕目眩，失眠健忘，腰膝酸软，神疲乏力。,黄精，黄芪，制何首乌，枸杞子，赤芍，当归，山茱萸，远志，刺五加，五味子,石菖蒲
TCMF7532,"理气消胀, 清热和胃。用于寒热错杂所致的胃胀, 痞满疼痛, 嗳气吞酸, 食欲减退, 慢性浅表性胃炎见上述证候者。",黄连，吴茱萸，延胡索，香附，木香，砂仁，枳壳，陈皮，甘草,白芍
TCMF12392,腹痛腹泻，里急后重，便下脓血,黄连，乌梅，诃子，茯苓，当归,阿胶
TCMF11552,肾虚腰痛，头晕耳鸣，遗精早泄，阳痿不育，尿频尿急。,黄精，黄芪，杜仲，茯苓，党参，牡丹皮，巴戟天，覆盆子，金樱子，枸杞子，当归，山药，骨碎补，莲须，锁阳，菟丝子，泽泻，龟甲胶，桑螵蛸,冬虫夏草
TCMFx4820,"产后血晕, 中风, 腹痛, 类霍乱",苏合香，广藿香，甘草，天麻，防风，丁香，羌活，乳香，半夏，檀香，木香，豆蔻，乌药，没药，香附，肉豆蔻，砂仁，荜茇，沉香，薄荷，猪牙皂，白术，冰片，细辛，麝香，朱砂，水牛角,诃子
TCMFx7279,肾阳不足，腰膝酸冷，肢体浮肿，小便不利或反多，痰饮喘咳，消渴。,熟地黄，山茱萸，山药，附子，茯苓，泽泻，牡丹皮,肉桂
TCMF7625,"具有补血益气, 健脾暖胃, 祛风湿, 壮筋骨。用于男女体弱, 头晕目眩, 食欲不振, 腰酸骨痛。",蛤蚧，党参，黄芪，当归，熟地黄，枸杞子，女贞子，菟丝子，仙茅，淫羊藿，巴戟天，锁阳，肉苁蓉，狗脊，杜仲，续断，牛膝，桂枝，肉桂，甘草,附子
TCMF9916,感冒咳嗽，发热恶寒，鼻塞流涕，头痛无汗，肢体酸痛。,麻黄，紫苏叶，黄芩，桔梗，前胡，茯苓，陈皮，枳壳，苦杏仁，甘草,半夏
TCMFx247,"眩晕, 头痛, 耳鸣, 耳聋, 健忘, 白发症",天麻，白芷，何首乌，熟地黄，丹参，川芎，当归，蒺藜，桑叶，墨旱莲，女贞子，黄精，甘草,白芍
TCMF7586,感冒风寒，头痛身痛，发热恶寒，鼻塞流涕。,防风，羌活，独活，川芎，细辛，白芷，苍术，黄芩，甘草,麻黄
TCMF9442,乳腺增生，乳痛症，乳腺囊性增生。,淫羊藿，仙茅，巴戟天，黄柏，当归，泽泻，牡丹皮，夏枯草，海藻，昆布，乳香，没药，两头尖，鹿衔草，漏芦,知母
TCMF9543,肝肾不足，气血两虚，腰膝酸软，头晕目眩，心悸失眠。,黄芪，党参，熟地黄，山茱萸，枸杞子，麦冬，五味子，茯苓，白术，川芎，当归，防风，龟甲胶，陈皮,羌活
TCMF3671,胸痹,丹参,川芎
TCMF10240,感冒发热，咳嗽咽痛，腮腺炎。,金银花，连翘，葛根，山豆根，大青叶，甘草,柴胡
TCMF11940,月经不调，黄褐斑,黄芪，当归，桃仁，何首乌，熟地黄，女贞子，墨旱莲，白芍，柴胡，阿胶,红花
TCMF12426,目赤肿痛，头痛，口苦，舌红苔黄，脉弦数,防风，大黄，桔梗,茺蔚子
TCMF467,妇女经期或产后失血过多引起的失血性贫血,黄芪,当归
TCMFx4410,"积滞, 痞满, 腹胀",香附，乌药，青皮，陈皮，枳实，枳壳，厚朴，三棱，莪术，山楂，槟榔，吴茱萸，肉桂，甘松，桔梗，黄芩，大黄，牵牛子,木香
TCMF9910,肝胆湿热所致的口苦、口臭、胁痛、纳呆、苔黄腻等症。,夏枯草，茵陈，秦艽，牡丹皮，牡蛎，当归，枳实,大黄
TCMF488,胃脘痛,桂枝，牡蛎，砂仁，甘草，延胡索，小茴香,高良姜
TCMF7556,宫外孕，附件炎，盆腔炎。,丹参，赤芍，桃仁，三棱，莪术，乳香，没药，蜈蚣，天花粉,全蝎
TCMF8686,胸痹心痛，心悸气短，胸闷憋气，失眠健忘。,川木香，沉香，肉豆蔻，当归，木棉花，诃子，西洋参,广枣
TCMF12024,痤疮，皮肤油腻，口干口苦，大便干燥。,黄芩，夏枯草，麦冬，淡竹叶，竹茹，蒲公英，石斛，龙胆，升麻，金银花，柴胡，大青叶，玄参，紫草，石膏,野菊花
TCMF12160,风寒湿痹，关节疼痛，肢体麻木，腰腿疼痛。,白芷，川芎，细辛，羌活，独活，防风，苍术，当归，赤芍，白芍，甘草,野木瓜
